,Unnamed: 0,Position,Track Name,Artist,Streams,date,region,spotify_id,featured-artist,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,release_date
273,273,74,"Fire On Fire - From ""Watership Down""",Sam Smith,7546282,2019-01-11--2019-01-18,global,5rFj8OzffT0iggSjcBaeND,,0.47600000000000003,0.584,0.40700000000000003,0.0,0.18,-7.356,0.046,115.124,0.341,80,2018-12-21
10117,10117,118,White Christmas (with Shania Twain),Michael Bublé,7534857,2019-12-20--2019-12-27,global,2gbCG4Rt9984UZ7Tc0dIFd,Shania Twain,0.469,0.628,0.484,1.23e-05,0.126,-7.587999999999999,0.0319,63.476000000000006,0.642,43,2011-10-14
2485,2485,86,DEUTSCHLAND,Rammstein,7512393,2019-03-29--2019-04-05,global,1T8IRUJBga0JXioJZvxjBR,,5.539999999999999e-05,0.521,0.895,0.349,0.0985,-5.242000000000001,0.0442,120.117,0.237,69,2019-03-28
70,70,71,Happy Now,Kygo,7501835,2019-01-04--2019-01-11,global,14sOS5L36385FJ3OL8hew4,Sandro Cavazza,0.374,0.693,0.575,0.0,0.252,-6.997999999999999,0.0801,117.999,0.49200000000000005,80,2018-10-26
1482,1482,83,Say My Name,David Guetta,7494266,2019-02-22--2019-03-01,global,0YammaEkYSeo9vQYZ1OwS6,"Bebe Rexha, J Balvin",0.13699999999999998,0.703,0.66,0.0,0.192,-5.119,0.12300000000000001,95.031,0.79,76,2018-09-14
71,71,72,Psycho (feat. Ty Dolla $ign),Post Malone,7478237,2019-01-04--2019-01-11,global,3swc6WTsr7rl9DqQKQA55C,Ty Dolla $ign,0.546,0.75,0.56,0.0,0.111,-8.094,0.105,140.06,0.45899999999999996,82,2018-04-27
7869,7869,70,Quizás,Rich Music LTD,7469556,2019-10-04--2019-10-11,global,4AjWbAwRpxk2worpjNH5CS,"Dalex, Sech, Justin Quiles, Wisin, Zion, Dimelo Flow, Lenny Tavárez, Feid",0.0258,0.727,0.815,0.0,0.231,-2.454,0.153,176.075,0.677,28,2019-09-20
277,277,78,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,7443990,2019-01-11--2019-01-18,global,6mQLN3zRtAp6ovjusyYKrV,Anne-Marie,0.237,0.67,0.743,0.0,0.465,-4.993,0.0393,125.944,0.5710000000000001,74,2018-10-25
4879,4879,80,MEGATRON,Nicki Minaj,7441823,2019-06-21--2019-06-28,global,1ZDmxwg7Lywlx68b7SsJjj,,0.128,0.893,0.6409999999999999,8.06e-05,0.086,-3.051,0.272,94.01700000000001,0.7709999999999999,72,2019-06-21
9896,9896,97,Canyon Moon,Harry Styles,7426859,2019-12-13--2019-12-20,global,5IhzJOXNE7ki0IIJbZbnGq,,0.32799999999999996,0.603,0.621,3.4899999999999995e-05,0.11900000000000001,-7.14,0.0267,94.023,0.7,74,2019-12-13
6466,6466,67,Baby (Lil Baby feat. DaBaby),Quality Control,7412183,2019-08-16--2019-08-23,global,5MPPttjfGap2C6j6eKcO6J,"Lil Baby, DaBaby",0.0957,0.97,0.46299999999999997,0.0,0.151,-7.2589999999999995,0.366,108.00299999999999,0.46,78,2019-08-16
2279,2279,80,Fingías,Paloma Mami,7397572,2019-03-22--2019-03-29,global,7o0oY5wRcoV7oPuDhD2J1z,,0.19,0.7290000000000001,0.805,0.225,0.0909,-3.83,0.184,191.99400000000003,0.345,69,2019-03-22
6467,6467,68,Won't Be Late (feat. Drake),Swae Lee,7391277,2019-08-16--2019-08-23,global,2sqsNXfN0HtgDEgaHXiUTa,Drake,0.0824,0.915,0.588,0.000169,0.10400000000000001,-6.3020000000000005,0.0677,123.936,0.32899999999999996,72,2019-08-16
7073,7073,74,Kein Plan,Loredana,7390914,2019-09-06--2019-09-13,global,1skUhc3JS3jLCfugI3gm41,MERO,0.0689,0.878,0.6990000000000001,0.0021899999999999997,0.0753,-5.035,0.0464,102.01,0.78,65,2019-09-06
10122,10122,123,Carol of the Bells,Mykola Dmytrovych Leontovych,7362398,2019-12-20--2019-12-27,global,4tHqQMWSqmL6YjXwsqthDI,Mykola Dmytrovych Leontovych,0.9940000000000001,0.418,0.106,0.0292,0.179,-22.506999999999998,0.0448,46.718,0.8,56,1990
1881,1881,82,Maze,Juice WRLD,7328165,2019-03-08--2019-03-15,global,4mUIe9gfsdtsVP2zFIl74x,,0.126,0.674,0.726,1.56e-06,0.115,-3.813,0.141,160.067,0.44299999999999995,73,2019-03-08
77,77,78,One Kiss (with Dua Lipa),Calvin Harris,7303078,2019-01-04--2019-01-11,global,7ef4DlsgrMEH11cDZd32M6,Dua Lipa,0.037000000000000005,0.7909999999999999,0.862,2.1899999999999997e-05,0.0814,-3.24,0.11,123.994,0.5920000000000001,83,2018-04-06
10123,10123,124,"Baby, It's Cold Outside",Brett Eldredge,7300443,2019-12-20--2019-12-27,global,5Q2P43CJra0uRAogjHyJDK,Meghan Trainor,0.738,0.583,0.5720000000000001,0.0,0.266,-4.776,0.0366,113.99799999999999,0.684,53,2016-10-28
3278,3278,79,Floating (feat. 21 Savage),ScHoolboy Q,7299902,2019-04-26--2019-05-03,global,4NN6N5TxBO5k9uqu0W4gfQ,21 Savage,0.18100000000000002,0.9059999999999999,0.545,0.0,0.091,-4.977,0.344,139.93200000000002,0.5429999999999999,71,2019-04-26
10124,10124,125,Rudolph The Red-Nosed Reindeer,Dean Martin,7299351,2019-12-20--2019-12-27,global,2L9QLAhrvtP4EYg1lY0Tnw,,0.919,0.478,0.201,0.0,0.0854,-16.768,0.0332,136.471,0.857,52,1959-01-01
2692,2692,93,Bad Luck,Khalid,7273393,2019-04-05--2019-04-12,global,2vsuel3g4zaLYSOY0mOMbi,,0.27699999999999997,0.43200000000000005,0.52,0.371,0.138,-5.515,0.0548,164.047,0.303,68,2019-04-05
9901,9901,102,Let Me Know (I Wonder Why Freestyle),Juice WRLD,7268666,2019-12-13--2019-12-20,global,3wwo0bJvDSorOpNfzEkfXx,,0.172,0.635,0.537,0.0,0.418,-7.895,0.0832,125.02799999999999,0.38299999999999995,79,2019-12-07
680,680,81,Sauce!,XXXTENTACION,7263382,2019-01-25--2019-02-01,global,3jq1RpStaB1YGyN3rRZGca,,0.5820000000000001,0.68,0.313,0.0,0.19,-13.672,0.0347,135.034,0.405,66,2019-01-23
10125,10125,126,Hallelujah,Pentatonix,7258363,2019-12-20--2019-12-27,global,550rQQCGkrTzvp4SfpOPzx,,0.45399999999999996,0.321,0.377,0.0,0.33799999999999997,-7.385,0.0361,119.48299999999999,0.36700000000000005,66,2016-10-21
7676,7676,77,Qué Pena,Maluma,7253445,2019-09-27--2019-10-04,global,5099x34vBakWpGkHourFxP,J Balvin,0.102,0.635,0.6609999999999999,0.0,0.336,-6.425,0.364,126.15,0.858,79,2019-09-27
9071,9071,72,Tongue Tied (with YUNGBLUD & blackbear),Marshmello,7250495,2019-11-15--2019-11-22,global,7jzldCBnJjpJM3epzJ85KE,"YUNGBLUD, blackbear",0.0208,0.628,0.821,0.0,0.426,-2.721,0.0525,93.001,0.465,72,2019-11-13
878,878,79,Racks on Racks,Lil Pump,7242298,2019-02-01--2019-02-08,global,0SfG57HqtBNqKN9O27fo1s,,0.0311,0.8220000000000001,0.484,6.22e-06,0.31,-7.166,0.0865,150.061,0.0934,61,2019-01-31
3893,3893,94,Wish Wish (feat. Cardi B & 21 Savage),DJ Khaled,7239134,2019-05-17--2019-05-24,global,1Hd2XLitkt1PYCWSbfF5qV,"Cardi B, 21 Savage",0.00218,0.861,0.6659999999999999,0.0,0.272,-5.18,0.34299999999999997,145.041,0.853,71,2019-05-17
4479,4479,80,Veleno 7,Gemitaiz,7235843,2019-06-07--2019-06-14,global,3fV9z98dnQLSIPIMMJXCm7,MadMan,0.156,0.8059999999999999,0.843,1.24e-05,0.363,-6.237,0.0601,132.991,0.327,10,2019-06-07
482,482,83,breathin,Ariana Grande,7232610,2019-01-18--2019-01-25,global,4OafepJy2teCjYJbvFE60J,,0.0211,0.568,0.6559999999999999,1.3699999999999998e-05,0.213,-5.412999999999999,0.0433,100.04899999999999,0.364,76,2018-08-17
682,682,83,Undecided,Chris Brown,7223124,2019-01-25--2019-02-01,global,7uiBocndm12aKbsdnQ3Scx,,0.172,0.441,0.527,0.0,0.233,-5.318,0.0966,96.37,0.589,66,2019-01-04
683,683,84,Prinzessa,Capital Bra,7213616,2019-01-25--2019-02-01,global,7r55d7IhAj5UGKiYbXBwRP,,0.519,0.732,0.583,1.9699999999999998e-05,0.10800000000000001,-6.766,0.125,100.464,0.27699999999999997,63,2019-01-25
5498,5498,99,Zombie,Samra,7199130,2019-07-12--2019-07-19,global,6fDC5DIa4bt6NbPZWR1yxM,Capital Bra,0.218,0.565,0.604,0.0,0.10400000000000001,-5.763999999999999,0.13,109.085,0.32299999999999995,64,2019-07-11
1093,1093,94,Perfect,Ed Sheeran,7186979,2019-02-08--2019-02-15,global,0tgVpDi06FyKpA1z0VMD4v,,0.163,0.599,0.44799999999999995,0.0,0.106,-6.312,0.0232,95.05,0.168,85,2017-03-03
9696,9696,97,Believer,Imagine Dragons,7163275,2019-12-06--2019-12-13,global,0pqnGHJpmpxLKifKRmU6WP,,0.0622,0.7759999999999999,0.78,0.0,0.081,-4.374,0.128,124.949,0.6659999999999999,87,2017-06-23
285,285,86,DODI,Shindy,7149748,2019-01-11--2019-01-18,global,63THFs9ovzO3WQsz4lzh0H,,0.0101,0.823,0.56,2.8600000000000004e-05,0.126,-7.057,0.0629,146.958,0.371,55,2019-01-11
9697,9697,98,bad vibes forever,XXXTENTACION,7148151,2019-12-06--2019-12-13,global,03eJ2DclFWXYU8GWgANdmZ,"PnB Rock, Trippie Redd",0.33399999999999996,0.799,0.526,0.0017399999999999998,0.0571,-5.153,0.0717,129.875,0.746,71,2019-12-06
4483,4483,84,Haute (feat. J Balvin & Chris Brown),Tyga,7143280,2019-06-07--2019-06-14,global,1jlnBQGP2DtSEhMgQaz7a7,"J Balvin, Chris Brown",0.0778,0.946,0.723,0.0,0.0608,-3.6919999999999997,0.114,102.956,0.349,64,2019-06-07
4484,4484,85,Amor Genuino,Ozuna,7135959,2019-06-07--2019-06-14,global,6pK5edDoyrn4mWwRSVc2a5,,0.653,0.442,0.445,0.0,0.11800000000000001,-4.071000000000001,0.0381,85.744,0.423,34,2019-06-04
10127,10127,128,Joy To The World,Nat King Cole,7132775,2019-12-20--2019-12-27,global,1VuAamHM7P3VQQEXYGG3Uu,,0.818,0.5529999999999999,0.337,0.0,0.113,-10.334000000000001,0.03,101.91799999999999,0.662,53,1962
6878,6878,79,Fuck it I love you,Lana Del Rey,7129257,2019-08-30--2019-09-06,global,7MtVPRGtZl6rPjMfLoI3Lh,,0.892,0.532,0.452,0.0011300000000000001,0.127,-10.654000000000002,0.043,129.895,0.203,73,2019-08-30
9700,9700,101,Lean Wit Me,Juice WRLD,7126666,2019-12-06--2019-12-13,global,3oDkdAySo1VQQG0ptV7uwa,,0.0414,0.665,0.6509999999999999,0.0,0.0896,-5.515,0.156,163.935,0.237,81,2018-12-10
10128,10128,129,Mistletoe And Holly - Remastered 1999,Frank Sinatra,7124582,2019-12-20--2019-12-27,global,7faDzZnZYqTyYThx2sbHVQ,,0.804,0.607,0.10300000000000001,0.0,0.076,-14.405,0.0404,110.37799999999999,0.341,49,1957-09
79,79,80,BAD!,XXXTENTACION,7114933,2019-01-04--2019-01-11,global,22An65gG31JLf9n18qjdhZ,,0.0643,0.78,0.49200000000000005,0.0313,0.174,-3.4,0.0671,143.983,0.374,70,2018-12-07
7081,7081,82,Huracan,Samra,7109307,2019-09-06--2019-09-13,global,6AFIVhbJLR7YVvW9fLFMu1,Capital Bra,0.38799999999999996,0.6809999999999999,0.701,0.0,0.132,-5.192,0.442,170.072,0.518,69,2019-09-05
6686,6686,87,Instagram,Dimitri Vegas & Like Mike,7098297,2019-08-23--2019-08-30,global,0U6bQIAh6MCGo1xjbIIx2S,"David Guetta, Daddy Yankee, Afro Bros, Natti Natasha, Dimitri Vegas, Like Mike",0.125,0.765,0.9059999999999999,0.0,0.423,-2.097,0.0965,96.071,0.95,79,2019-07-05
8276,8276,77,Que Calor (with J Balvin & El Alfa),Major Lazer,7093193,2019-10-18--2019-10-25,global,1G2CAJeP7rCwOZjlSJ0Zw3,"J Balvin, El Alfa, Diplo",0.0372,0.795,0.885,0.007540000000000001,0.285,-4.129,0.0716,126.038,0.46,50,2019-09-11
2696,2696,97,Just You and I,Tom Walker,7081179,2019-04-05--2019-04-12,global,03x2rVJRFUrvwlfxoHd9Mo,,0.456,0.5670000000000001,0.696,0.0,0.113,-5.416,0.301,92.061,0.544,67,2019-03-01
8279,8279,80,Easy,Camila Cabello,7070500,2019-10-18--2019-10-25,global,46D0hYb1B7qiU33VtXt21W,,0.41100000000000003,0.574,0.593,1.55e-06,0.0966,-5.731,0.0463,128.07299999999998,0.355,74,2019-10-11
6881,6881,82,Love Me,Lil Tecca,7070233,2019-08-30--2019-09-06,global,3TLwAp3uX1nKsVxrDhNPOL,,0.675,0.7140000000000001,0.532,0.0,0.138,-6.837000000000001,0.271,204.09599999999998,0.831,22,2019-08-30
7680,7680,81,Honda Civic,The Cratez,7069221,2019-09-27--2019-10-04,global,0WFgtxiLNr99YaoSdYR3Ud,Bonez MC,0.282,0.7040000000000001,0.782,0.007690000000000001,0.0759,-5.471,0.16399999999999998,93.35,0.34600000000000003,70,2019-09-27
10131,10131,132,Jingle Bells - Remastered 1999,Frank Sinatra,7061048,2019-12-20--2019-12-27,global,4HEOgBHRCExyYVeTyrXsnL,,0.727,0.512,0.33899999999999997,0.0,0.0977,-13.119000000000002,0.0498,174.609,0.951,46,1957-09
9702,9702,103,Ransom (with Juice WRLD) - Remix,Lil Tecca,7044069,2019-12-06--2019-12-13,global,2WsuSYJNXGKXVYkHPnq2yp,Juice WRLD,0.0119,0.684,0.6709999999999999,0.0,0.0769,-6.4239999999999995,0.289,179.987,0.45,81,2019-08-30
8081,8081,82,F.N,Lil Tjay,7043292,2019-10-11--2019-10-18,global,0RLLvYBopDwooCyvnTwgYu,,0.354,0.5670000000000001,0.515,0.0,0.078,-10.265,0.247,120.1,0.321,82,2019-10-11
9704,9704,105,Family,The Chainsmokers,7042574,2019-12-06--2019-12-13,global,3TKpJrY9q49Mj1JOsM9zGL,Kygo,0.426,0.584,0.607,0.0,0.10099999999999999,-6.605,0.0356,117.81700000000001,0.374,80,2019-12-06
7681,7681,82,Feel Special,TWICE,7039843,2019-09-27--2019-10-04,global,14rWuS6yllHOdfZ8sZsZUj,,0.0296,0.7090000000000001,0.9590000000000001,0.0018800000000000002,0.107,-1.339,0.0603,128.983,0.644,59,2019-09-23
5500,5500,101,Ela,Reynmen,7025162,2019-07-12--2019-07-19,global,2VUTPdW21gPVVTEmvdSwos,,0.406,0.762,0.5770000000000001,0.0,0.0936,-6.768,0.0521,130.08,0.5329999999999999,64,2019-07-13
9281,9281,82,Who Needs Love,Trippie Redd,6966774,2019-11-22--2019-11-29,global,2ktxr00GpTtbMNeBjNeY8D,,0.763,0.85,0.516,0.0,0.0896,-7.664,0.0714,108.963,0.8740000000000001,77,2019-11-22
8083,8083,84,Lonely (with Jonas Brothers),Diplo,6944867,2019-10-11--2019-10-18,global,4fwo6czG5nvOQMzhOto1ya,Jonas Brothers,0.062,0.738,0.7170000000000001,0.0,0.205,-5.121,0.0573,98.04700000000001,0.5,80,2019-09-27
81,81,82,Solo (feat. Demi Lovato),Clean Bandit,6941759,2019-01-04--2019-01-11,global,3NuK5xMlSlB6K2Qp16zf3h,Demi Lovato,0.0357,0.74,0.622,4.85e-05,0.35600000000000004,-4.6080000000000005,0.0446,104.96600000000001,0.556,71,2018-11-30
9080,9080,81,Candy,Doja Cat,6937409,2019-11-15--2019-11-22,global,1VJwtWR6z7SpZRwipI12be,,0.513,0.6890000000000001,0.516,0.0,0.163,-5.857,0.0444,124.876,0.209,81,2018-03-30
9710,9710,111,Armed And Dangerous,Juice WRLD,6933280,2019-12-06--2019-12-13,global,5wujBwqG7INdStqGd4tRMX,,0.18600000000000003,0.736,0.67,0.0,0.114,-6.702000000000001,0.311,130.032,0.845,81,2018-12-10
6890,6890,91,Graduation (with Juice WRLD),benny blanco,6927146,2019-08-30--2019-09-06,global,6cjSh516BbrNUs213jDAGm,Juice WRLD,0.107,0.731,0.65,0.0,0.124,-5.2860000000000005,0.271,154.968,0.605,80,2019-08-30
2496,2496,97,Faucet Failure,Ski Mask The Slump God,6920392,2019-03-29--2019-04-05,global,1ThmUihH9dF8EV08ku5AXN,,0.111,0.935,0.552,0.0,0.0952,-9.373,0.335,99.993,0.615,79,2018-11-30
10132,10132,133,Roses - Imanbek Remix,SAINt JHN,6917501,2019-12-20--2019-12-27,global,24Yi9hE78yPEbZ4kxyoXAI,Imanbek,0.0167,0.77,0.7240000000000001,0.0105,0.353,-5.484,0.0495,121.97399999999999,0.898,93,2019-10-09
888,888,89,FRIENDS,Marshmello,6911754,2019-02-01--2019-02-08,global,08bNPGLD8AhKpnnERrAc6G,Anne-Marie,0.205,0.626,0.88,0.0,0.128,-2.384,0.0504,95.079,0.534,81,2018-02-09
288,288,89,MALA,6ix9ine,6902529,2019-01-11--2019-01-18,global,0LQ1J0BCzA2qnAgp9MkkNE,Anuel AA,0.6890000000000001,0.7190000000000001,0.825,0.0,0.10300000000000001,-3.627,0.0424,100.006,0.789,10,2018-11-27
4094,4094,95,Get You The Moon (feat. Snøw),Kina,6895350,2019-05-24--2019-05-31,global,4ZLzoOkj0MPWrTLvooIuaa,Snøw,0.72,0.498,0.235,0.0,0.14400000000000002,-16.541,0.188,118.917,0.0895,86,2018-10-08
10133,10133,134,It's Beginning To Look Like Christmas,Bing Crosby,6892613,2019-12-20--2019-12-27,global,44mYhOVgerj2qPjkGDVA6n,,0.77,0.473,0.212,0.0,0.136,-15.017999999999999,0.0496,96.94,0.5760000000000001,51,1945-01-01
5094,5094,95,UN PESO,J Balvin,6882345,2019-06-28--2019-07-05,global,7hynhxDoDpgMIV12JuVtNa,"Bad Bunny, Marciano Cantero",0.125,0.627,0.675,0.0,0.0784,-7.125,0.213,79.31,0.961,78,2019-06-28
890,890,91,Splashin,Rich The Kid,6875259,2019-02-01--2019-02-08,global,79OEIr4J4FHV0O3KrhaXRb,,0.00195,0.9420000000000001,0.38299999999999995,0.0,0.0922,-8.099,0.565,100.021,0.38,7,2018-12-04
290,290,91,YOSEMITE,Travis Scott,6874391,2019-01-11--2019-01-18,global,7lAK3oHbfEnvUQWosrMMpR,,0.28300000000000003,0.785,0.5539999999999999,3.4e-06,0.11599999999999999,-6.571000000000001,0.0409,128.047,0.14400000000000002,78,2018-08-03
2699,2699,100,Don't Know What To Do,BLACKPINK,6862431,2019-04-05--2019-04-12,global,1TaQciB8qqRZ9fxWGhS65X,,0.0992,0.628,0.64,0.0,0.138,-4.164,0.049,129.815,0.409,48,2019-04-04
6082,6082,83,Bellacoso,Residente,6856162,2019-08-02--2019-08-09,global,1kMUGCt7XLDc5Q64Vl0H8S,Bad Bunny,0.0651,0.774,0.851,0.0,0.0568,-2.795,0.255,180.08599999999998,0.695,75,2019-07-26
10135,10135,136,Jingle Bells (feat. The Puppini Sisters),Michael Bublé,6854610,2019-12-20--2019-12-27,global,4qBejt9FeqLI9blHI1Nq1x,The Puppini Sisters,0.634,0.7020000000000001,0.588,0.0,0.198,-5.914,0.0563,122.945,0.8490000000000001,40,2011-10-14
8495,8495,96,Feelings,Lauv,6831033,2019-10-25--2019-11-01,global,0y675KDleCZEudjoeL1sQQ,,0.0934,0.6940000000000001,0.466,0.0,0.098,-6.757999999999999,0.0384,103.01799999999999,0.24600000000000002,72,2019-09-19
4497,4497,98,Si Se Da,Myke Towers,6822944,2019-06-07--2019-06-14,global,5KbBGUpIZd6gVFUU8tqYiQ,Farruko,0.374,0.83,0.71,0.0,0.0877,-5.523,0.326,93.977,0.703,74,2019-02-26
8878,8878,79,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,6821831,2019-11-08--2019-11-15,global,4wopYJ5wpYOM6ogm2Jugnw,Anne-Marie,0.48200000000000004,0.8059999999999999,0.5579999999999999,0.0,0.0618,-6.46,0.0683,95.016,0.6779999999999999,45,2019-11-14
3902,3902,103,Higher (feat. Nipsey Hussle & John Legend),DJ Khaled,6818858,2019-05-17--2019-05-24,global,6O10oTtZIZ4DkkUqyfCbrR,"Nipsey Hussle, John Legend",0.0949,0.35100000000000003,0.956,0.0,0.226,-1.996,0.245,83.655,0.446,60,2019-05-17
9713,9713,114,KEIN SCHLAF,Nimo,6818219,2019-12-06--2019-12-13,global,6416zJN0FGPmh1Ph4BH2h3,Hava,0.294,0.606,0.715,0.000133,0.124,-5.608,0.17300000000000001,174.049,0.39299999999999996,70,2019-12-05
6281,6281,82,Time - Edit,NF,6818054,2019-08-09--2019-08-16,global,1gZFRYcPz3wKevEaNYRwfW,,0.128,0.665,0.703,0.0,0.115,-3.885,0.07,97.96799999999999,0.257,74,2019-07-26
83,83,84,IDGAF,Dua Lipa,6801258,2019-01-04--2019-01-11,global,76cy1WJvNGJTj78UqeA5zr,,0.0403,0.836,0.544,0.0,0.0824,-5.975,0.0943,97.02799999999999,0.51,82,2017-06-02
4097,4097,98,All Day And Night - Jax Jones & Martin Solveig Present Europa,Jax Jones,6797675,2019-05-24--2019-05-31,global,11o2y87vqODipLK98a1v34,"Martin Solveig, Madison Beer, Europa",0.26899999999999996,0.585,0.782,0.0,0.156,-4.101,0.0897,121.90799999999999,0.521,11,2018-10-12
7886,7886,87,Popopop,Gambi,6796759,2019-10-04--2019-10-11,global,18HNGxDOcshRU2Hdu8tMOM,,0.0477,0.833,0.652,0.000138,0.145,-6.194,0.31,130.002,0.414,74,2019-10-04
10138,10138,139,This Christmas,Donny Hathaway,6768688,2019-12-20--2019-12-27,global,7MSYSOobsombc1mbDWFxtD,,0.292,0.634,0.645,0.0,0.24600000000000002,-9.2,0.0376,93.05,0.677,33,1971
4098,4098,99,What I Like About You (feat. Theresa Rex),Jonas Blue,6767458,2019-05-24--2019-05-31,global,4NSW0Km5ZG60L8FthUebPJ,Theresa Rex,0.289,0.46,0.8,6.16e-06,0.121,-3.5839999999999996,0.05,102.46,0.5529999999999999,79,2019-03-22
2292,2292,93,Price On My Head (feat. The Weeknd),NAV,6755123,2019-03-22--2019-03-29,global,4RbbzNY4MEcgzewYWkIsGu,The Weeknd,0.384,0.768,0.574,1.65e-05,0.336,-6.104,0.136,74.949,0.278,3,2019-03-22
9084,9084,85,Jerry Sprunger (with T-Pain),Tory Lanez,6740180,2019-11-15--2019-11-22,global,6JsHgIkMYHcbNtKfsal2Mg,T-Pain,0.13699999999999998,0.76,0.746,0.0,0.0905,-5.331,0.22699999999999998,100.01100000000001,0.449,77,2019-11-15
2904,2904,105,CHopstix (with Travis Scott),ScHoolboy Q,6728297,2019-04-12--2019-04-19,global,01DOm09B2AbiTARAbXVI6g,Travis Scott,0.0391,0.958,0.6,0.0,0.27399999999999997,-6.996,0.11800000000000001,127.93299999999999,0.607,3,2019-04-08
9085,9085,86,Reply (feat. Lil Uzi Vert),A Boogie Wit da Hoodie,6725748,2019-11-15--2019-11-22,global,364spZLB5bhNlnPrzvUB41,Lil Uzi Vert,0.0187,0.512,0.623,0.0,0.13,-6.553,0.0808,112.15,0.21899999999999997,65,2019-11-15
3491,3491,92,Envy Me,Calboy,6725641,2019-05-03--2019-05-10,global,05t7JMip6JrLuSrMV5yYjX,,0.282,0.556,0.48100000000000004,0.0,0.21600000000000003,-7.662999999999999,0.313,149.025,0.581,72,2018-12-13
2295,2295,96,Blackberry Sky,Eno,6705582,2019-03-22--2019-03-29,global,4cawYWrqMRz0T0hOIVxk6j,,0.25,0.805,0.625,0.00527,0.0954,-8.589,0.0434,102.99600000000001,0.647,55,2019-03-22
295,295,96,No Stylist,French Montana,6701673,2019-01-11--2019-01-18,global,04MLEeAMuV9IlHEsD8vF6A,Drake,0.0215,0.765,0.7040000000000001,0.0,0.22699999999999998,-4.5889999999999995,0.127,147.055,0.498,73,2018-09-20
9490,9490,91,Fantasía,Ozuna,6692952,2019-11-29--2019-12-06,global,40rXWke6SnXiGkSmaT8ZUr,,0.22699999999999998,0.695,0.7190000000000001,0.000171,0.0884,-5.938,0.0903,180.074,0.7809999999999999,81,2019-11-29
2701,2701,102,Harami,Samra,6683836,2019-04-05--2019-04-12,global,5xIODxqlpUnRVA9ewZUCug,,0.23600000000000002,0.645,0.774,0.0,0.128,-4.8389999999999995,0.344,86.69200000000001,0.635,63,2019-04-05
8499,8499,100,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,6682269,2019-10-25--2019-11-01,global,1ndyl3wJCFs872XZ3ztPk6,"Natti Natasha, Farruko, Dalex, Lenny Tavárez, Zion",0.0451,0.743,0.7090000000000001,5.18e-06,0.0809,-3.9219999999999997,0.0879,170.00099999999998,0.831,83,2019-09-06
2296,2296,97,Confessions of a Dangerous Mind,Logic,6662540,2019-03-22--2019-03-29,global,5CE0V7z1ePOZQNJNpWxYGA,,0.381,0.8,0.762,0.0,0.0887,-4.0969999999999995,0.203,141.971,0.645,3,2019-03-22
897,897,98,Lie To Me (feat. Julia Michaels),5 Seconds of Summer,6656731,2019-02-01--2019-02-08,global,6GzApXoBQiiAjak3tOQfV3,Julia Michaels,0.0132,0.611,0.52,0.0,0.105,-5.445,0.0346,159.92700000000002,0.7709999999999999,76,2018-12-21
10141,10141,142,Bellaquita - Remix,Dalex,6647379,2019-12-20--2019-12-27,global,1Xnn1TPyr5h0hpRAT4B4EA,"Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",0.141,0.795,0.715,2.12e-06,0.179,-3.582,0.0838,165.94099999999997,0.758,84,2019-11-22
10142,10142,143,Sleigh Ride,Ella Fitzgerald,6639061,2019-12-20--2019-12-27,global,4ukUoXLuFzMixyZyabSGc4,,0.764,0.508,0.287,0.0,0.153,-12.472000000000001,0.0523,154.759,0.644,52,1960-01-01
899,899,100,I Like Me Better,Lauv,6639049,2019-02-01--2019-02-08,global,2P91MQbaiQOfbiz9VqhqKQ,,0.535,0.752,0.505,2.55e-06,0.10400000000000001,-7.621,0.253,91.97,0.419,82,2018-05-31
10143,10143,144,Blanco,J Balvin,6634766,2019-12-20--2019-12-27,global,2rc7BkzO8qepMFAxHtOrXc,,0.0253,0.87,0.706,0.0063,0.0872,-5.395,0.126,100.01299999999999,0.593,85,2019-11-15
10144,10144,145,Do You Hear What I Hear?,Bing Crosby,6632340,2019-12-20--2019-12-27,global,4EZUcj7c8n9pWIwHqN0DoH,,0.8909999999999999,0.489,0.32799999999999996,0.00037999999999999997,0.307,-10.892000000000001,0.0261,100.83,0.405,18,1998-01-01
1306,1306,107,Lost In Japan,Shawn Mendes,6625233,2019-02-15--2019-02-22,global,79esEXlqqmq0GPz0xQSZTV,,0.255,0.713,0.738,0.0,0.106,-6.784,0.374,105.027,0.425,77,2018-05-25
7290,7290,91,Goteo,Duki,6625076,2019-09-13--2019-09-20,global,1EoEU4HY57qaITp06TkC6B,,0.18600000000000003,0.473,0.779,0.0,0.18899999999999997,-3.725,0.0414,108.287,0.43799999999999994,73,2019-08-07
5296,5296,97,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Dreamville,6622779,2019-07-05--2019-07-12,global,36J0iaPDGbYGsHvYpaYs3k,"JID, Bas, J. Cole, EARTHGANG, Young Nudy",0.0392,0.7609999999999999,0.586,0.0,0.0558,-5.367999999999999,0.359,149.804,0.7190000000000001,72,2019-07-05
