,Unnamed: 0,Position,Track Name,Artist,Streams,date,region,spotify_id,featured-artist,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,release_date
400,400,1,7 rings,Ariana Grande,71467874,2019-01-18--2019-01-25,global,14msK75pk3pA33pzPVNtBF,,0.578,0.725,0.321,0.0,0.0884,-10.744000000000002,0.32299999999999995,70.142,0.319,25,2019-01-18
5200,5200,1,Señorita,Shawn Mendes,67237638,2019-07-05--2019-07-12,global,0TK2YIli7K1leLovkQiNik,Camila Cabello,0.037000000000000005,0.759,0.54,0.0,0.0945,-6.039,0.0287,116.947,0.75,89,2019-06-21
3600,3600,1,I Don't Care (with Justin Bieber),Ed Sheeran,58370367,2019-05-10--2019-05-17,global,3HVWdVOQ0ZA45FuZGSfvns,Justin Bieber,0.0912,0.7979999999999999,0.675,0.0,0.0894,-5.041,0.0442,101.956,0.8420000000000001,87,2019-05-10
1001,1001,2,"break up with your girlfriend, i'm bored",Ariana Grande,54707620,2019-02-08--2019-02-15,global,4kV4N9D1iKVxx1KLvtTpjS,,0.0421,0.726,0.5539999999999999,0.0,0.106,-5.29,0.0917,169.99900000000002,0.335,81,2019-02-08
2400,2400,1,bad guy,Billie Eilish,50342324,2019-03-29--2019-04-05,global,2Fxmhks0bxGSBdJ92vM42m,,0.32799999999999996,0.701,0.425,0.13,0.1,-10.965,0.375,135.128,0.562,93,2019-03-29
7800,7800,1,HIGHEST IN THE ROOM,Travis Scott,48161108,2019-10-04--2019-10-11,global,3eekarcy7kvN4yt5ZFzltW,,0.0546,0.598,0.42700000000000005,5.83e-06,0.21,-8.764,0.0317,76.469,0.0605,89,2019-10-04
10000,10000,1,Dance Monkey,Tones And I,47797217,2019-12-20--2019-12-27,global,1rgnBhdG2JDFTbYkYRZAku,,0.688,0.825,0.593,0.000161,0.17,-6.401,0.0988,98.07799999999999,0.54,75,2019-05-10
8400,8400,1,Lose You To Love Me,Selena Gomez,47227738,2019-10-25--2019-11-01,global,1HfMVBKM75vxSfsQ5VefZ5,,0.5760000000000001,0.505,0.34,0.0,0.21,-9.005,0.0438,101.993,0.0916,68,2019-10-23
10001,10001,2,All I Want for Christmas Is You,Mariah Carey,45828931,2019-12-20--2019-12-27,global,0bYg9bo50gSsH3LtXe2SQn,,0.16399999999999998,0.335,0.625,0.0,0.0708,-7.462000000000001,0.0386,150.27700000000002,0.34600000000000003,70,1994-11-01
7000,7000,1,Circles,Post Malone,43379405,2019-09-06--2019-09-13,global,51MMC5DogGZAnHil5HQAXg,,0.192,0.695,0.762,0.00244,0.0863,-3.497,0.0395,120.042,0.5529999999999999,27,2019-09-06
9001,9001,2,everything i wanted,Billie Eilish,40323676,2019-11-15--2019-11-22,global,3ZCTVFBt2Brf31RLEnCkWJ,,0.902,0.7040000000000001,0.225,0.657,0.106,-14.454,0.0994,120.006,0.243,94,2019-11-13
3201,3201,2,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,37826059,2019-04-26--2019-05-03,global,4Sib57MmYGJzSvkW84jTwh,Brendon Urie,0.0291,0.614,0.8390000000000001,0.0,0.11199999999999999,-4.143,0.0702,182.123,0.657,27,2019-04-26
10002,10002,3,Last Christmas,Wham!,37725693,2019-12-20--2019-12-27,global,2FRnf9qhLbvw8fu4IBXx78,,0.18899999999999997,0.735,0.478,2.48e-06,0.355,-12.472000000000001,0.0293,107.682,0.9470000000000001,64,1984-11-29
5201,5201,2,Goodbyes (Feat. Young Thug),Post Malone,37067320,2019-07-05--2019-07-12,global,6vBdBCoOhKHiYDDOcorfNo,Young Thug,0.447,0.58,0.653,0.0,0.111,-3.818,0.0745,150.231,0.175,31,2019-07-05
5402,5402,3,Beautiful People (feat. Khalid),Ed Sheeran,36721702,2019-07-12--2019-07-19,global,70eFcWOvlMObDhURTqT4Fv,Khalid,0.124,0.64,0.648,0.0,0.0802,-8.113,0.187,92.977,0.5479999999999999,80,2019-07-12
2801,2801,2,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,36616698,2019-04-12--2019-04-19,global,6u7jPi22kF8CTQ3rb9DHE7,Billy Ray Cyrus,0.0533,0.878,0.619,0.0,0.113,-5.56,0.102,136.041,0.639,30,2019-04-05
801,801,2,bury a friend,Billie Eilish,35408536,2019-02-01--2019-02-08,global,4NzMOnvSJVNKF7nw5NkXIP,,0.74,0.905,0.389,0.162,0.106,-14.505,0.332,120.046,0.196,17,2019-01-30
1601,1601,2,Sucker,Jonas Brothers,34629196,2019-03-01--2019-03-08,global,4y3OI86AEP6PQoDE6olYhO,,0.0427,0.8420000000000001,0.7340000000000001,0.0,0.106,-5.065,0.0588,137.958,0.9520000000000001,48,2019-03-01
200,200,1,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,34579416,2019-01-11--2019-01-18,global,3KkXRkHbMCARz0aVfEt68P,Swae Lee,0.556,0.76,0.479,0.0,0.0703,-5.574,0.0466,89.911,0.9129999999999999,86,2018-12-14
1002,1002,3,"thank u, next",Ariana Grande,34324311,2019-02-08--2019-02-15,global,3e9HZxeyfWwjeyPAMmWSSQ,,0.22899999999999998,0.7170000000000001,0.653,0.0,0.10099999999999999,-5.6339999999999995,0.0658,106.96600000000001,0.41200000000000003,85,2019-02-08
6001,6001,2,China,Anuel AA,33436706,2019-08-02--2019-08-09,global,2ksOAxtIxY8yElEWw8RhgK,"Daddy Yankee, KAROL G, J Balvin, Ozuna",0.0846,0.7859999999999999,0.8079999999999999,0.00028900000000000003,0.0822,-3.702,0.0882,105.027,0.609,88,2019-07-19
601,601,2,MIDDLE CHILD,J. Cole,33187464,2019-01-25--2019-02-01,global,2JvzF1RMd7lE3KmFlsyZD8,,0.149,0.8370000000000001,0.364,0.0,0.271,-11.713,0.276,123.984,0.46299999999999997,83,2019-01-23
9801,9801,2,ROXANNE,Arizona Zervas,32668758,2019-12-13--2019-12-20,global,696DnlkuDOXcMAnKlTgXXK,,0.0522,0.621,0.601,0.0,0.46,-5.6160000000000005,0.14800000000000002,116.735,0.457,96,2019-10-10
7202,7202,3,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,32667288,2019-09-13--2019-09-20,global,3NkJNL3WqO1Lqc3uNDxvCN,"Miley Cyrus, Lana Del Rey",0.00268,0.643,0.721,6.51e-06,0.0898,-5.247999999999999,0.0449,102.914,0.317,41,2019-09-13
1602,1602,3,Shallow,Lady Gaga,31597226,2019-03-01--2019-03-08,global,2VxeLyX666F8uXCJ0dZF8B,Bradley Cooper,0.371,0.5720000000000001,0.385,0.0,0.231,-6.362,0.0308,95.79899999999999,0.32299999999999995,86,2018-10-05
8402,8402,3,Memories,Maroon 5,31572344,2019-10-25--2019-11-01,global,2b8fOow8UzyDFAE27YhOZM,,0.8370000000000001,0.764,0.32,0.0,0.0822,-7.209,0.0546,91.01899999999999,0.575,94,2019-09-20
2802,2802,3,Boy With Luv (feat. Halsey),BTS,31340590,2019-04-12--2019-04-19,global,5KawlOMHjWeUjQtnuRs22c,Halsey,0.0923,0.645,0.862,0.0,0.192,-4.757,0.0965,119.991,0.7979999999999999,83,2019-04-12
6002,6002,3,boyfriend (with Social House),Ariana Grande,31301265,2019-08-02--2019-08-09,global,0Ryd8975WihbObpp5cPW1t,Social House,0.11900000000000001,0.4,0.795,0.0,0.159,-3.7310000000000003,0.461,190.097,0.7020000000000001,82,2019-08-02
8403,8403,4,Follow God,Kanye West,31273064,2019-10-25--2019-11-01,global,2QpGZOhTCHHiKmpSO9FW4h,,0.000248,0.529,0.9,1.21e-05,0.0426,-3.503,0.418,180.291,0.434,79,2019-10-25
402,402,3,Wow.,Post Malone,31165644,2019-01-18--2019-01-25,global,6MWtB6iiXyIwun0YzU6DFP,,0.163,0.833,0.539,2.1000000000000002e-06,0.10099999999999999,-7.399,0.17800000000000002,99.947,0.385,28,2018-12-24
2201,2201,2,Con Calma,Daddy Yankee,31111446,2019-03-22--2019-03-29,global,5w9c2J52mkdntKOmRLeM2m,Snow,0.11,0.737,0.86,1.94e-06,0.0574,-2.6519999999999997,0.0593,93.98899999999999,0.6559999999999999,83,2019-01-24
7003,7003,4,Saint-Tropez,Post Malone,30900415,2019-09-06--2019-09-13,global,7C39RtGhnEw7cyf0Pyw7PV,,0.0545,0.617,0.684,0.0,0.10400000000000001,-3.6180000000000003,0.0439,132.113,0.295,26,2019-09-06
2602,2602,3,Old Town Road,Lil Nas X,30103989,2019-04-05--2019-04-12,global,53CJANUxooaqGOtdsBTh7O,,0.0361,0.9079999999999999,0.517,1.73e-06,0.0949,-6.063,0.129,136.019,0.47100000000000003,23,2019-03-14
6601,6601,2,Lover,Taylor Swift,29990567,2019-08-23--2019-08-30,global,1dGr1c8CrMLDpV6mPbImSI,,0.49200000000000005,0.359,0.5429999999999999,1.58e-05,0.11800000000000001,-7.582000000000001,0.0919,68.53399999999999,0.45299999999999996,82,2019-08-23
7004,7004,5,Hollywood's Bleeding,Post Malone,28946369,2019-09-06--2019-09-13,global,77Y7tccX9Hx5iClDr39uy9,,0.331,0.405,0.6459999999999999,0.0,0.10300000000000001,-3.2060000000000004,0.0476,130.218,0.17,22,2019-09-06
1004,1004,5,needy,Ariana Grande,28788883,2019-02-08--2019-02-15,global,1TEL6MlSSVLSdhOSddidlJ,,0.78,0.647,0.309,7.41e-06,0.20199999999999999,-7.9479999999999995,0.0366,87.045,0.195,74,2019-02-08
2402,2402,3,wish you were gay,Billie Eilish,28662157,2019-03-29--2019-04-05,global,3Fj47GNK2kUF0uaEDgXLaD,,0.39,0.853,0.35100000000000003,9.38e-06,0.752,-10.198,0.24100000000000002,118.02799999999999,0.282,84,2019-03-29
1006,1006,7,NASA,Ariana Grande,28597101,2019-02-08--2019-02-15,global,4SPu0Ql902hTVXkBoNIYtq,,0.447,0.737,0.461,0.0,0.268,-6.8870000000000005,0.293,75.005,0.48100000000000004,57,2018-02-07
2804,2804,5,SOS,Avicii,28587934,2019-04-12--2019-04-19,global,6nDKrPlXdpomGBgAlO7UdP,Aloe Blacc,0.272,0.802,0.645,0.0,0.11900000000000001,-6.181,0.0715,100.001,0.376,26,2019-04-10
9403,9403,4,Heartless,The Weeknd,28298094,2019-11-29--2019-12-06,global,57vxBYXtHMk6H1aD29V7PU,,0.00632,0.531,0.75,7.6e-05,0.11699999999999999,-5.831,0.111,169.954,0.198,86,2019-11-27
3603,3603,4,If I Can't Have You,Shawn Mendes,28103423,2019-05-10--2019-05-17,global,6LsAAHotRLMOHfCsSfYCsz,,0.524,0.6920000000000001,0.809,0.0,0.147,-4.198,0.0602,123.911,0.8640000000000001,82,2019-05-03
3402,3402,3,Homicide,Logic,27894553,2019-05-03--2019-05-10,global,0Lw6aQcBFWTQ9m4MSwwwes,Eminem,0.145,0.722,0.764,0.0,0.171,-5.656000000000001,0.39799999999999996,139.83100000000002,0.7959999999999999,72,2019-05-03
7005,7005,6,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,27875018,2019-09-06--2019-09-13,global,4Yq3XUNfWrAPWuB94qkC09,"Ozzy Osbourne, Travis Scott",0.0906,0.499,0.8,0.0,0.147,-2.665,0.0502,139.91899999999998,0.272,22,2019-09-06
1007,1007,8,bloodline,Ariana Grande,27700350,2019-02-08--2019-02-15,global,2hloaUoRonYssMuqLCBLTX,,0.0815,0.758,0.665,0.000157,0.21600000000000003,-5.188,0.0774,151.976,0.643,72,2019-02-08
404,404,5,Without Me,Halsey,27576694,2019-01-18--2019-01-25,global,5p7ujcrUXASCNwRaWNHR1C,,0.297,0.752,0.488,9.11e-06,0.0936,-7.05,0.0705,136.041,0.5329999999999999,84,2018-10-04
6202,6202,3,Ransom,Lil Tecca,27574962,2019-08-09--2019-08-16,global,1kBbgxAUc4HQv7cgIayIDH,,0.0204,0.745,0.642,0.0,0.0658,-6.257000000000001,0.287,179.97400000000002,0.226,28,2019-06-04
8604,8604,5,Don't Start Now,Dua Lipa,27510048,2019-11-01--2019-11-08,global,6WrI0LAC5M1Rw2MnX2ZvEg,,0.0125,0.794,0.7929999999999999,0.0,0.0952,-4.521,0.0842,123.941,0.677,97,2019-10-31
10004,10004,5,Santa Tell Me,Ariana Grande,27506141,2019-12-20--2019-12-27,global,0lizgQ7Qw35od7CYaoMBZb,,0.0489,0.525,0.621,0.0,0.294,-7.364,0.11599999999999999,191.9,0.591,67,2014-11-24
4603,4603,4,You Need To Calm Down,Taylor Swift,27274424,2019-06-14--2019-06-21,global,29fRTIKsJhLUJoldM89GZS,,0.00838,0.769,0.6779999999999999,0.0,0.0596,-5.604,0.0507,85.025,0.706,33,2019-06-14
1008,1008,9,bad idea,Ariana Grande,27215147,2019-02-08--2019-02-15,global,7EQpvVujgytLVY8vKiDHAg,,0.0276,0.847,0.58,0.0548,0.1,-5.316,0.0723,137.995,0.575,51,2018-02-07
8004,8004,5,Lights Up,Harry Styles,26362706,2019-10-11--2019-10-18,global,2plLJpUcYPFrl1sW2pMG63,,0.0426,0.585,0.62,0.00224,0.15,-8.09,0.0327,101.939,0.281,49,2019-10-11
9406,9406,7,Blinding Lights,The Weeknd,26070135,2019-11-29--2019-12-06,global,0sf12qNH5qcw8qpgymFOqD,,0.00147,0.513,0.7959999999999999,0.00020899999999999998,0.0938,-4.075,0.0629,171.017,0.345,100,2019-11-29
7804,7804,5,"10,000 Hours (with Justin Bieber)",Dan + Shay,26054266,2019-10-04--2019-10-11,global,2wrJq5XKLnmhRXHIAf9xBa,Justin Bieber,0.153,0.654,0.63,0.0,0.111,-4.644,0.0259,89.991,0.43,89,2019-10-04
10005,10005,6,Tusa,KAROL G,26024449,2019-12-20--2019-12-27,global,7k4t7uLgtOxPwTpFmtJNTY,Nicki Minaj,0.295,0.8029999999999999,0.715,0.000134,0.0574,-3.28,0.298,101.085,0.574,96,2019-11-07
10006,10006,7,It's Beginning to Look a Lot like Christmas,Michael Bublé,25997383,2019-12-20--2019-12-27,global,0lLdorYw7lVrJydTINhWdI,,0.9079999999999999,0.33899999999999997,0.214,7.47e-06,0.341,-11.714,0.0375,94.775,0.363,47,2011-10-14
7006,7006,7,Enemies (feat. DaBaby),Post Malone,25861671,2019-09-06--2019-09-13,global,6UFEJuDXQMWhL5UH5f9fUR,DaBaby,0.0588,0.542,0.674,0.0,0.0955,-4.169,0.21,76.388,0.667,25,2019-09-06
9805,9805,6,Adore You,Harry Styles,25393341,2019-12-13--2019-12-20,global,3jjujdWJ72nww5eGnfs2E7,,0.0237,0.6759999999999999,0.7709999999999999,7.000000000000001e-06,0.102,-3.675,0.0483,99.04799999999999,0.569,87,2019-12-13
4003,4003,4,Otro Trago,Sech,25377792,2019-05-24--2019-05-31,global,1Ej96GIBCTvgH7tNX1r3qr,Darell,0.136,0.747,0.7,0.000167,0.11,-4.669,0.341,176.03599999999997,0.62,80,2019-04-19
2604,2604,5,Kill This Love,BLACKPINK,25341137,2019-04-05--2019-04-12,global,4pUCKHjJ4Ijewc37rRrvHn,,0.32,0.738,0.861,0.00175,0.325,-4.141,0.237,131.974,0.58,55,2019-04-04
9806,9806,7,Falling,Trevor Daniel,25310607,2019-12-13--2019-12-20,global,4TnjEaWOeW0eKTKIEvJyCa,,0.12300000000000001,0.784,0.43,0.0,0.0887,-8.756,0.0364,127.087,0.23600000000000002,96,2018-10-05
5406,5406,7,Antisocial (with Travis Scott),Ed Sheeran,25282995,2019-07-12--2019-07-19,global,1DhRbox3xkceP64k3JeYfW,Travis Scott,0.133,0.715,0.823,0.0,0.361,-5.313,0.0495,151.95600000000002,0.91,73,2019-07-12
4804,4804,5,Money In The Grave (Drake ft. Rick Ross),Drake,25117868,2019-06-21--2019-06-28,global,5ry2OE6R2zPQFDO85XkgRb,Rick Ross,0.10099999999999999,0.831,0.502,0.0,0.122,-4.045,0.046,100.541,0.10099999999999999,85,2019-06-15
8407,8407,8,Someone You Loved,Lewis Capaldi,24962682,2019-10-25--2019-11-01,global,7qEHsqek33rTcFNT9PFqLf,,0.7509999999999999,0.501,0.405,0.0,0.105,-5.678999999999999,0.0319,109.891,0.446,93,2019-05-17
10009,10009,10,Jingle Bell Rock,Bobby Helms,24951120,2019-12-20--2019-12-27,global,3hBXvHLlTHvnbwrPbeoyAj,,0.643,0.754,0.424,0.0,0.0652,-8.463,0.0363,119.705,0.8059999999999999,61,1992-01-01
10010,10010,11,Rockin' Around The Christmas Tree,Brenda Lee,24401078,2019-12-20--2019-12-27,global,2EjXfH91m7f8HiJN1yQg97,,0.614,0.589,0.47200000000000003,0.0,0.505,-8.749,0.0502,67.196,0.898,62,1964-10-19
4806,4806,7,Panini,Lil Nas X,24238981,2019-06-21--2019-06-28,global,6fTt0CH2t0mdeB2N9XFG5r,,0.342,0.703,0.594,0.0,0.12300000000000001,-6.146,0.0752,153.84799999999998,0.475,79,2019-06-21
1010,1010,11,fake smile,Ariana Grande,23966386,2019-02-08--2019-02-15,global,3wFLWP0FcIqHK1wb1CPthQ,,0.32899999999999996,0.45,0.619,0.0,0.319,-7.412000000000001,0.37200000000000005,83.3,0.42700000000000005,71,2019-02-08
806,806,7,Happier,Marshmello,23919064,2019-02-01--2019-02-08,global,2dpaYNEQHiRxtZbfNsse99,Bastille,0.191,0.687,0.792,0.0,0.16699999999999998,-2.7489999999999997,0.0452,100.015,0.6709999999999999,87,2018-08-17
9606,9606,7,Lucid Dreams,Juice WRLD,23836885,2019-12-06--2019-12-13,global,285pBltuF7vW8TeWk8hdRR,,0.349,0.511,0.5660000000000001,0.0,0.34,-7.23,0.2,83.90299999999999,0.218,89,2018-12-10
7207,7207,8,Lalala,Y2K,23833624,2019-09-13--2019-09-20,global,51Fjme0JiitpyXKuyQiCDo,bbno$,0.18100000000000002,0.843,0.391,0.0,0.13699999999999998,-7.899,0.0845,129.972,0.496,87,2019-06-28
405,405,6,Calma - Remix,Pedro Capó,23772814,2019-01-18--2019-01-25,global,5iwz1NiezX7WWjnCgY5TH4,Farruko,0.32299999999999995,0.826,0.773,0.0,0.14300000000000002,-4.218,0.0524,126.899,0.7609999999999999,83,2018-10-05
9008,9008,9,RITMO (Bad Boys For Life),Black Eyed Peas,23528266,2019-11-15--2019-11-22,global,6cy3ki60hLwimwIje7tALf,J Balvin,0.0334,0.721,0.716,0.00084,0.237,-7.037000000000001,0.0657,104.994,0.667,92,2019-10-12
10013,10013,14,It's the Most Wonderful Time of the Year,Andy Williams,23412959,2019-12-20--2019-12-27,global,1IcR6RlgvDczfvoWJSSY2A,,0.871,0.23399999999999999,0.526,2.34e-06,0.122,-11.655999999999999,0.0411,201.739,0.649,36,1963
606,606,7,Dancing With A Stranger (with Normani),Sam Smith,23144963,2019-01-25--2019-02-01,global,6Qs4SXO9dwPj5GKvVOv8Ki,Normani,0.45,0.741,0.52,1.97e-06,0.222,-7.513,0.0656,102.99799999999999,0.34700000000000003,85,2019-01-11
5805,5805,6,Old Town Road - Remix,Lil Nas X,23053809,2019-07-26--2019-08-02,global,2YpeDb67231RjR0MgVLzsG,Billy Ray Cyrus,0.0533,0.878,0.619,0.0,0.113,-5.56,0.102,136.041,0.639,87,2019-06-21
4,4,5,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,22845885,2019-01-04--2019-01-11,global,4w8niZpiMy6qz1mntFA5uM,"Selena Gomez, Ozuna, Cardi B",0.157,0.8420000000000001,0.8009999999999999,4.82e-06,0.0642,-4.167,0.228,95.881,0.617,80,2018-09-28
2408,2408,9,when the party's over,Billie Eilish,22448428,2019-03-29--2019-04-05,global,43zdsphuZLzwA9k4DJhU0I,,0.978,0.36700000000000005,0.111,3.97e-05,0.0897,-14.084000000000001,0.0972,82.64200000000001,0.198,89,2019-03-29
205,205,6,Sweet but Psycho,Ava Max,22400542,2019-01-11--2019-01-18,global,25sgk305KZfyuqVBQIahim,,0.0691,0.7190000000000001,0.7040000000000001,0.0,0.166,-4.724,0.0476,133.002,0.628,85,2018-08-17
5007,5007,8,Callaita,Bad Bunny,22380052,2019-06-28--2019-07-05,global,2TH65lNHgvLxCKXM3apjxI,Tainy,0.6,0.61,0.624,2.12e-06,0.243,-4.773,0.309,176.169,0.244,87,2019-05-31
7012,7012,13,Die For Me (feat. Future & Halsey),Post Malone,22378443,2019-09-06--2019-09-13,global,59PYPDxTbqJpiGfyogPb5h,"Future, Halsey",0.19,0.614,0.66,0.0,0.21100000000000002,-2.8480000000000003,0.0441,145.01,0.452,23,2019-09-06
1013,1013,14,ghostin,Ariana Grande,22322574,2019-02-08--2019-02-15,global,4lD7gHKF1e8Y9stQuVezZB,,0.42200000000000004,0.396,0.358,1.7100000000000002e-05,0.19,-8.294,0.0292,103.807,0.111,56,2018-02-07
6606,6606,7,The Man,Taylor Swift,22211263,2019-08-23--2019-08-30,global,3RauEVgRgj1IuWdJ9fDs70,,0.0767,0.777,0.6579999999999999,0.0,0.0901,-5.191,0.054000000000000006,110.04799999999999,0.633,82,2019-08-23
1014,1014,15,imagine,Ariana Grande,22191327,2019-02-08--2019-02-15,global,39LmTF9RgyakzSYX8txrow,,0.37799999999999995,0.7290000000000001,0.475,0.0,0.12,-4.985,0.0364,62.52,0.371,75,2019-02-08
5807,5807,8,How Do You Sleep?,Sam Smith,22140829,2019-07-26--2019-08-02,global,6b2RcmUt1g9N9mQ3CbjX2Y,,0.153,0.47700000000000004,0.682,0.0,0.0763,-4.931,0.0925,110.56700000000001,0.345,86,2019-07-19
4005,4005,6,The London (feat. J. Cole & Travis Scott),Young Thug,22075360,2019-05-24--2019-05-31,global,7DcvwMAiqKJQD1rrdfxSDx,"J. Cole, Travis Scott",0.0247,0.7959999999999999,0.586,0.0,0.132,-6.946000000000001,0.147,97.98100000000001,0.179,79,2019-05-23
3805,3805,6,EARFQUAKE,"Tyler, The Creator",22055401,2019-05-17--2019-05-24,global,5hVghJ4KaYES3BFUATCYn0,,0.23,0.5539999999999999,0.498,5.98e-06,0.795,-8.866,0.0685,79.635,0.413,83,2019-05-17
9813,9813,14,Watermelon Sugar,Harry Styles,21814400,2019-12-13--2019-12-20,global,6UelLqGlWMcVH1E5c4H7lY,,0.122,0.5479999999999999,0.816,0.0,0.335,-4.209,0.0465,95.39,0.557,82,2019-12-13
8408,8408,9,Look At Her Now,Selena Gomez,21790923,2019-10-25--2019-11-01,global,4yI3HpbSFSgFZtJP2kDe5m,,0.114,0.563,0.564,0.0254,0.304,-7.906000000000001,0.271,154.355,0.55,61,2019-10-24
9209,9209,10,Vete,Bad Bunny,21654855,2019-11-22--2019-11-29,global,5DxXgozhkPLgrbKFY91w0c,,0.0363,0.8859999999999999,0.672,8.78e-06,0.10099999999999999,-4.394,0.188,91.976,0.526,89,2019-11-21
5408,5408,9,bad guy (with Justin Bieber),Billie Eilish,21458729,2019-07-12--2019-07-19,global,3yNZ5r3LKfdmjoS3gkhUCT,Justin Bieber,0.252,0.67,0.45299999999999996,0.33,0.11699999999999999,-11.265,0.295,135.055,0.68,80,2019-07-11
10016,10016,17,Happy Xmas (War Is Over) - Remastered,John Lennon,21367029,2019-12-20--2019-12-27,global,3zJw3rugfpVrmBeDDnUYzy,"The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",0.319,0.32799999999999996,0.607,0.0,0.765,-11.075999999999999,0.0315,146.539,0.395,62,2010-10-04
2410,2410,11,all the good girls go to hell,Billie Eilish,21263958,2019-03-29--2019-04-05,global,6IRdLKIyS4p7XNiP8r6rsx,,0.28300000000000003,0.726,0.444,0.14300000000000002,0.177,-8.922,0.37200000000000005,185.044,0.569,84,2019-03-29
4404,4404,5,SOS (feat. Aloe Blacc),Avicii,21071480,2019-06-07--2019-06-14,global,2x0RZdkZcD8QRI53XT4GI5,Aloe Blacc,0.272,0.802,0.645,0.0,0.11900000000000001,-6.181,0.0715,100.001,0.376,80,2019-06-06
8409,8409,10,hot girl bummer,blackbear,20814917,2019-10-25--2019-11-01,global,7aiClxsDWFRQ0Kzk5KI5ku,,0.128,0.778,0.5589999999999999,0.0,0.39899999999999997,-7.109,0.0776,129.989,0.6779999999999999,90,2019-08-23
10018,10018,19,Mistletoe,Justin Bieber,20802468,2019-12-20--2019-12-27,global,7xapw9Oy21WpfEcib2ErSA,,0.498,0.6579999999999999,0.56,0.0,0.0794,-9.049,0.0467,161.994,0.8540000000000001,65,2011-01-01
5409,5409,10,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,20785809,2019-07-12--2019-07-19,global,4vUmTMuQqjdnvlZmAH61Qk,"Camila Cabello, Cardi B",0.14800000000000002,0.857,0.621,0.0,0.0865,-6.376,0.0824,97.986,0.6679999999999999,85,2019-07-12
3607,3607,8,Homicide (feat. Eminem),Logic,20623015,2019-05-10--2019-05-17,global,2MuMD298IpYqKF367wegUd,Eminem,0.13699999999999998,0.6940000000000001,0.759,0.0,0.16699999999999998,-5.667000000000001,0.39799999999999996,140.055,0.77,11,2019-05-10
9817,9817,18,Futsal Shuffle 2020,Lil Uzi Vert,20451202,2019-12-13--2019-12-20,global,2Ec33AVlkTTq8BHFgBTdQs,,0.0327,0.8809999999999999,0.457,0.0,0.231,-8.191,0.156,136.97,0.29600000000000004,84,2019-12-12
7016,7016,17,On The Road (feat. Meek Mill & Lil Baby),Post Malone,20344215,2019-09-06--2019-09-13,global,0hGH0S74Eoyv6mXZcOKtdQ,"Meek Mill, Lil Baby",0.0589,0.442,0.737,0.0,0.102,-5.046,0.109,112.93,0.21,22,2019-09-06
10020,10020,21,Feliz Navidad,José Feliciano,20300178,2019-12-20--2019-12-27,global,7taXf5odg9xCAZERYfyOkS,,0.534,0.485,0.857,0.0,0.34700000000000003,-7.059,0.0442,148.749,0.963,56,2001-09-03
10021,10021,22,Do They Know It's Christmas? - 1984 Version,Band Aid,20283495,2019-12-20--2019-12-27,global,0247StOpd3AkeBQzANX4Zf,,0.16399999999999998,0.599,0.642,3.3299999999999996e-05,0.0992,-6.936,0.0363,115.412,0.349,56,2004-01-01
2412,2412,13,xanny,Billie Eilish,20257146,2019-03-29--2019-04-05,global,4QIo4oxwzzafcBWkKjDpXY,,0.7509999999999999,0.521,0.125,0.00207,0.265,-17.832,0.239,111.554,0.0528,81,2019-03-29
5810,5810,11,Otro Trago - Remix,Sech,20076277,2019-07-26--2019-08-02,global,4bTZeO72FwMa6wKOiqoynL,"Ozuna, Anuel AA, Darell, Nicky Jam",0.0711,0.725,0.79,1.14e-06,0.0602,-2.331,0.19699999999999998,175.988,0.763,83,2019-07-26
6210,6210,11,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,20067945,2019-08-09--2019-08-16,global,6osaMSJh9NguagEDQcZaKx,"J Balvin, Tyga",0.278,0.6940000000000001,0.758,1.34e-06,0.102,-2.986,0.218,192.09099999999998,0.371,84,2019-07-25
1212,1212,13,Secreto,Anuel AA,20003882,2019-02-15--2019-02-22,global,5W83ErFkO3aKAIS1WMi6u0,KAROL G,0.602,0.807,0.8029999999999999,0.00853,0.136,-4.156000000000001,0.126,91.98700000000001,0.706,79,2019-01-15
10022,10022,23,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,19911738,2019-12-20--2019-12-27,global,4kKdvXD0ez7jp1296JmAts,B. Swanson Quartet,0.903,0.653,0.259,0.0,0.36200000000000004,-13.335999999999999,0.0595,142.157,0.835,61,1994-11-08
4008,4008,9,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,19742322,2019-05-24--2019-05-31,global,543bCW2ruMPmxUBWirQ3MR,"Chance the Rapper, PnB Rock",0.214,0.746,0.787,0.0,0.0669,-6.372999999999999,0.12,95.005,0.607,74,2019-05-24
